"name","longitude","latitude","prov","date","key"
"Sceloporus merriami",-102.560216567595,26.9502858453852,"gbif","1973-08-06",786257129
"Sceloporus graciosus",-118.09395,34.23972,"gbif","2014-06-19",1065603941
"Liolaemus kriegi",-65.9,-47.75,"gbif","1975-12-18",1145438618
"Pseudemoia spenceri",148.085,-36.7099,"gbif","2013-11-22",1272473143
"Liolaemus quilmes",-65.1167,-26.4,"gbif","1989-06-28",543523568
"Xantusia vigilis",-115.518271478525,35.5405055117283,"gbif","1978-05-25",1145477883
"Amphibolurus muricatus",151.40727,-32.7703700306655,"gbif","2005-03-30",1074690938
"Psammodromus hispanicus",-5.41,36.8,"gbif",NA,165008619
"Pseudacris regilla",-123.039,44.02948,"gbif","2014-07-05",1038288759
"Zootoca vivipara",16.6773,57.8806,"gbif","2014-04-20",931461970
"Austrelaps superbus",146.30351,-38.92128,"gbif","2011-06-03",694163474
"Xantusia vigilis",-118.432431456253,37.4375599871117,"gbif","1982-08-18",1145497914
"Moloch horridus",130.29396,-29.061,"gbif","2004-04-30",501916520
"Varanus varius",152.91628,-29.6833300258035,"gbif","2010-06-25",1071633861
"Pseudacris regilla",-118.8442,34.68359,"gbif","2010-06-05",358967141
"Psammodromus algirus",-1.9,39.43,"gbif",NA,165006814
"Desmognathus fuscus",-88.1505,36.92414,"gbif","2006-04-27",78625514
"Dipsosaurus dorsalis",-111.83182392623,26.6377558774706,"gbif","1973-12-24",1145415120
"Austrelaps superbus",144.75,-41.31665,"gbif","1981-03-24",500547814
"Tiliqua rugosa",138.31479,-34.25674,"gbif","2011-04-14",501563079
"Eurycea bislineata",-77.5678,39.6903,"gbif","1995-06-04",883625112
"Psammodromus algirus",-1.52,40.78,"gbif",NA,165005510
"Psammodromus hispanicus",-3.39,37,"gbif",NA,165008819
"Ctenotus uber",116.19556,-21.01528,"gbif",NA,691874653
"Dipsosaurus dorsalis",-114.571343465511,32.82672616305,"gbif","1978-04-28",887640587
"Egernia striolata",149.8076,-30.9476400278475,"gbif","2001-10-16",1071986126
"Psammodromus hispanicus",-0.54,38.33,"gbif",NA,165008464
"Heteronotia binoei",131.5698,-14.8133,"gbif","2008-06-16",484555375
"Eurycea bislineata",-71.4248,44.60133,"gbif","2010-08-07",1269548287
"Eremiascincus richardsonii",138.48042,-32.77361,"gbif",NA,501558466
"Tiliqua rugosa",138.50248,-31.78471,"gbif","2015-10-18",1212000662
"Plestiodon gilberti",-120.79417,36.7295,"gbif","1989-03-11",543540022
"Heteronotia binoei",134.39642,-14.11061,"gbif","2009-07-29",691258004
"Eurycea bislineata",-77.79,37.21,"gbif","1986-04-07",786517531
"Zootoca vivipara",14.8179,58.3308,"gbif","2015-08-15",1135370088
"Notechis scutatus",151.333,-33.033,"gbif","1977-01-31",1100497953
"Tiliqua rugosa",149.34066,-31.2301800282957,"gbif","2007-08-27",1070068237
"Zootoca vivipara",9.52831,63.58254,"gbif","2015-07-18",1238773845
"Lampropholis delicata",150.74263,-33.8783000322761,"gbif","2013-04-06",1070890500
"Ctenotus taeniolatus",149.48948,-34.6883100333931,"gbif","2007-03-29",1069932063
"Chamaeleo dilepis",28.4,-24.78333,"gbif","1915-12-31",287041668
"Rana cascadae",-121.66185,46.73915,"gbif","2014-07-12",1024189849
"Psammodromus hispanicus",-0.77,38.33,"gbif",NA,165008476
"Platysaurus intermedius",30.625,-22.875,"gbif",NA,286892904
"Liopholis inornata",125.83333,-28.5,"gbif","1967-01-12",657398951
"Gehyra variegata",132.0283,-29.02799,"gbif","2006-04-27",501921751
"Anolis carolinensis",-95.99806,32.36253,"gbif","2016-03-05",1257415398
"Chamaeleo dilepis",30.26667,-24.03333,"gbif","1910-04-30",287041623
"Psammodromus hispanicus",-2.47,40.06,"gbif",NA,165008756
"Sceloporus merriami",-101.56509,29.80295,"gbif","2012-06-16",899937548
"Chamaeleo dilepis",32.91667,-26,"gbif","1963-01-19",287041756
"Hyla walkeri",-77.27287,18.14744,"gbif",NA,543693816
"Psammodromus hispanicus",-4.51,36.81,"gbif",NA,165009038
"Pseudemoia spenceri",146.4,-37.03,"gbif","1983-12-12",1272453904
"Sceloporus graciosus",-119.298371705213,37.4281536245513,"gbif","2000-08-30",543566695
"Plestiodon gilberti",-119.91227,37.16693,"gbif","1988-03-25",543540011
"Ctenotus taeniolatus",150.89429,-32.6179000304372,"gbif","2005-02-02",1074689961
"Sceloporus undulatus",-86.18155,31.12058,"gbif","2009-03-16",866182577
"Pseudonaja textilis",138.22777,-33.2436,"gbif","2001-10-01",500796001
"Eremiascincus fasciolatus",130.03702,-20.5447100112272,"gbif","2005-12-13",480558653
"Lithobates pipiens",-79.12167,44.40167,"gbif","2003-04-26",44153400
"Heteronotia binoei",132.6194,-12.4384,"gbif","2008-10-06",484450675
"Zootoca vivipara",6.03187,59.01385,"gbif","2015-03-08",1238773761
"Ctenotus taeniolatus",150.93676,-32.8489600307826,"gbif","2005-03-28",1070779998
"Sceloporus graciosus",-118.400593242321,35.9062961151505,"gbif","2000-07-19",543566863
"Rhinella marina",-104.992,19.402,"gbif","1995-09-02",371044945
"Sceloporus undulatus",-109.8,34.98333,"gbif","2001-08-31",212140634
"Psammodromus hispanicus",0.81,40.86,"gbif",NA,165009183
"Amphibolurus muricatus",150.55808,-33.4683000316906,"gbif","2007-10-24",1070759929
"Bassiana duperreyi",147.13,-38.05,"gbif","1981-10-09",478614089
"Eurycea bislineata",-79.4,40.9199999990661,"gbif","1988-06-23",786446922
"Moloch horridus",116.63333,-30.11667,"gbif",NA,692227776
"Pseudonaja textilis",137.13127,-35.16498,"gbif","2004-10-19",501553144
"Xantusia vigilis",-115.11889,36.53089,"gbif","2015-04-23",1099834182
"Tiliqua nigrolutea",143.35,-37.53,"gbif","1979-10-30",1272462709
"Hemiergis peronii",140.06844,-36.23056,"gbif","1996-09-30",501568501
"Tiliqua nigrolutea",147.511036177609,-42.8586158723725,"gbif",NA,500724272
"Egernia striolata",151.26951,-31.1085600281032,"gbif","2003-11-12",1072105782
"Psammodromus algirus",-6.37,36.7,"gbif",NA,165006579
"Lampropholis delicata",150.0714,-36.3781300355303,"gbif","2013-05-12",1070836419
"Parasuta flagellum",146.42,-36.7,"gbif",NA,1272478126
"Hemiergis decresiensis",138.31211,-35.57535,"gbif","2000-02-23",501566908
"Liolaemus bibronii",-67.65611,-42.36772,"gbif",NA,1211938423
"Ctenotus taeniolatus",150.49865,-34.9157300336966,"gbif","2010-10-28",1071845610
"Moloch horridus",131.8,-25.5,"gbif","1988-12-30",500754783
"Eurycea bislineata",-69.92414,44.63052,"gbif","2008-05-25",1039466065
"Lacerta agilis",5.45066,49.49867,"gbif","2016-05-05",1269549559
"Plestiodon gilberti",-115.79389600098,32.1550388900364,"gbif","1968-04-08",543462358
"Egernia cunninghami",151.51885,-32.9546500309395,"gbif","2009-03-03",1070796514
"Stellagama stellio",38.75242,37.14315,"gbif","2000-09-05",543572363
"Rana pretiosa",-118.78488,45.1725199990568,"gbif","1949-08-16",543693460
"Psammodromus hispanicus",-1.08,39.51,"gbif",NA,165009285
"Pseudonaja textilis",151.85131,-32.2523900298838,"gbif","2002-04-15",1070575957
"Notechis scutatus",137.03538,-35.79506,"gbif","1990-10-26",501568290
"Anaxyrus cognatus",-112.26667,33.85,"gbif","1972-10-05",439649130
"Austrelaps superbus",141.7,-37.6,"gbif",NA,478517939
"Liolaemus petrophilus",-67.03997,-41.55006,"gbif",NA,1211938991
"Anolis humilis",-83.2833,10.0333,"gbif",NA,476651890
"Ctenotus uber",119.69278,-24.12583,"gbif",NA,691911153
"Sceloporus graciosus",-118.01255,34.29688,"gbif","2015-07-15",1135207897
"Sceloporus undulatus",-86.72724,32.79514,"gbif","2016-04-28",1265602652
"Tiliqua nigrolutea",140.01807,-37.48174,"gbif",NA,501558643
"Psammodromus algirus",-3.31,42.86,"gbif",NA,165005716
"Anaxyrus cognatus",-104.02,33.31,"gbif","1994-06-13",174492060
"Lacerta agilis",4.54371,52.32743,"gbif",NA,1215131904
"Psammodromus algirus",-4.3,37.17,"gbif",NA,165005805
"Tiliqua nigrolutea",145.8,-36.78,"gbif","1982-10-25",478634405
"Ctenotus regius",142.83636,-33.7408600320813,"gbif","2008-03-11",1070153000
"Rhinella marina",-78.633,-4.283,"gbif","1993-07-15",197021115
"Notechis scutatus",149.31647,-36.8938600361246,"gbif","2002-09-03",1071966944
"Psammodromus hispanicus",-6.56,37.79,"gbif",NA,165008866
"Hemiergis peronii",139.80259,-37.22507,"gbif","1997-02-27",501900494
"Psammodromus algirus",-5.66053,39.03085,"gbif","2007-04-22",923154767
"Sceloporus graciosus",-114.515985089775,39.0438060838406,"gbif","2003-05-18",543583335
"Pseudemoia spenceri",146.95,-36.4,"gbif","1973-11-24",1272432813
"Psammodromus hispanicus",-1.45,38.52,"gbif",NA,165008181
"Eurycea bislineata",-72.61272,42.95386,"gbif","2002-07-17",1265536424
"Incilius mazatlanensis",-106.744,24.153,"gbif",NA,145327530
"Tiliqua rugosa",136.22588,-34.65244,"gbif","2009-05-14",501559244
"Austrelaps superbus",148.6333,-36.1333,"gbif",NA,223776780
"Anaxyrus debilis",-99.27681,32.754979999141,"gbif",NA,675652356
"Anaxyrus cognatus",-107.97,32.86,"gbif","1978-04-07",174492059
"Sceloporus malachiticus",-83.95,9.77851,"gbif","1961-06-26",686772612
"Anolis carolinensis",-80.83368,25.32206,"gbif","2015-03-24",1088928605
"Sceloporus undulatus",-82.37067,35.54465,"gbif","2016-05-07",1269547250
"Pseudonaja textilis",147.16667,-19.55,"gbif","2004-11-28",1066584951
"Notechis scutatus",146,-38.866,"gbif","1979-02-17",1100519212
"Incilius alvarius",-109.320376605402,26.7602634884713,"gbif","1960-09-04",686767547
"Psammodromus hispanicus",-3.3,40.61,"gbif",NA,165008272
"Psammodromus hispanicus",1.98,41.59,"gbif",NA,165008579
"Liolaemus chacoensis",-61.06303,-23.30784,"gbif","1981-06-14",886890357
"Notechis scutatus",150.18204,-33.2411400313607,"gbif","2011-01-13",1069630668
"Psammodromus algirus",-5.38,39.41,"gbif",NA,165006455
"Anaxyrus cognatus",-107.75806,32.13945,"gbif","1968-07-05",657430147
"Eremiascincus richardsonii",136.429,-20.089,"gbif","2009-03-19",691233085
"Plestiodon gilberti",-117.03717,32.83833,"gbif","2011-03-06",891038930
"Psammodromus algirus",-5.62,39.68,"gbif",NA,165006467
"Tiliqua rugosa",139.55496,-30.12139,"gbif",NA,501563216
"Anaxyrus canorus",-119.623312226692,37.6685958394065,"gbif","1954-05-12",1145621881
"Austrelaps superbus",148.5508,-35.373480034293,"gbif","2008-12-17",1070487590
"Heteronotia binoei",141.84194,-33.4236900316261,"gbif","2009-02-02",1069659926
"Anaxyrus debilis",-98.35708,30.60308,"gbif","1957-09-01",675580112
"Eleutherodactylus coqui",-155.25988,20.00385,"gbif","2009-05-02",624020716
"Anolis carolinensis",-80.35265,33.22026,"gbif","2016-04-28",1265602315
"Amphibolurus muricatus",151.8295,-32.8509700307856,"gbif","2010-12-13",1070842616
"Sceloporus occidentalis",-116.43526,33.61416,"gbif","2016-04-17",1265587828
"Liolaemus multimaculatus",-57.85,-38.2667,"gbif",NA,476717918
"Tiliqua nigrolutea",149.917,-33.533,"gbif","1973-01-07",1085929221
"Psammodromus algirus",-7.02,37.35,"gbif",NA,165007109
"Takydromus sexlineatus",108.38278,14.44,"gbif","1996-05-31",1211745091
"Anolis carolinensis",-97.36244,32.74025,"gbif","2016-02-27",1253311566
"Desmognathus fuscus",-72.44511,45.18959,"gbif","2015-09-02",1143531091
"Psammodromus hispanicus",-1.13,37.53,"gbif",NA,165009062
"Tiliqua nigrolutea",149.83602,-33.3240200314815,"gbif","2014-10-09",1070770556
"Psammodromus algirus",-7.09,39.15,"gbif",NA,165006344
"Egernia saxatilis",146.43,-37.2,"gbif","1974-05-25",1272434982
"Austrelaps superbus",145.11667,-40.83333,"gbif","1961-05-30",1145639931
"Zootoca vivipara",7.89512,49.39762,"gbif","2014-04-07",1038269727
"Anaxyrus debilis",-98.66897,34.0524599991243,"gbif","1985-04-20",675682547
"Eurycea bislineata",-74.3482992005101,41.8431564800243,"gbif","1994-04-19",1145535734
"Tiliqua rugosa",144.54158,-29.8123100260145,"gbif","2009-09-26",1070407687
"Notechis scutatus",148.45959,-35.999460035076,"gbif","2013-03-10",1071926035
"Anaxyrus cognatus",-98.3414873572917,37.5675229271857,"gbif","1975-05-02",686864595
"Notechis scutatus",143.96667,-37.25,"gbif","1980-02-02",1066537526
"Rana pretiosa",-117.63333,49,"gbif","1991-06-22",1209598514
"Lacerta agilis",8.57101,49.83969,"gbif","2014-07-26",1038696788
"Liopholis inornata",140.9,-28.283,"gbif","1990-01-21",500753576
"Psammodromus hispanicus",-5.74,36.7,"gbif",NA,165008637
"Psammodromus algirus",-2.01,39.25,"gbif",NA,165005567
"Rana cascadae",-121.337668298726,40.3553999572863,"gbif","1972-08-28",657418972
"Sceloporus graciosus",-121.80508,37.08339,"gbif","2011-07-21",891065091
"Zootoca vivipara",15.9746,57.0184,"gbif","2015-08-01",1135000693
"Incilius marmoreus",-108.678,26.907,"gbif",NA,145327460
"Varanus varius",153.07992,-30.9280900278164,"gbif","2013-03-13",1071107173
"Anolis carolinensis",-79.5644,35.0889,"gbif","2015-11-20",1229584557
"Lacerta agilis",9.36842,48.90484,"gbif","2014-02-23",922140901
"Lampropholis delicata",151.6272,-32.9167000308833,"gbif","2014-02-23",1071337803
"Varanus varius",152.86155,-31.010140027947,"gbif","2012-09-30",1070848158
"Liolaemus bibronii",-71.18088,-40.51077,"gbif","1983-02-04",382099597
"Pseudacris cadaverina",-117.52211,33.69833,"gbif","2014-03-17",910497508
"Notechis scutatus",151.24383,-32.9867000309869,"gbif","2012-03-08",1070533167
"Pseudonaja textilis",148.617506833209,-24.4485645980789,"gbif","2009-05-15",1066590919
"Liolaemus koslowskyi",-67.13417,-28.19306,"gbif",NA,1211937986
"Sphaerodactylus nicholsi",-67.06358,18.511,"gbif","2005-06-28",1145564551
"Zootoca vivipara",-9.14307,53.03056,"gbif","2015-05-06",1099810971
"Psammodromus algirus",-3.06,41.96,"gbif",NA,165005688
"Gehyra variegata",132.27149,-31.58405,"gbif","2008-04-07",501923538
"Uta stansburiana",-115.58336,34.83419,"gbif","2016-02-08",1249298187
"Psammodromus hispanicus",-6.89,37.97,"gbif",NA,165008891
"Sceloporus occidentalis",-118.28971,34.13418,"gbif","2016-02-14",1253301780
"Sceloporus undulatus",-106.24212,32.35,"gbif","1999-06-14",1145565985
"Sceloporus undulatus",-86.43,31.09,"gbif","2006-05-14",1039454031
"Dipsosaurus dorsalis",-116.11605,32.99278,"gbif","2016-03-25",1265540532
"Liolaemus bibronii",-68.32428,-45.71583,"gbif",NA,1211938822
"Lampropholis delicata",153.00847,-31.0909900280754,"gbif","2013-05-14",1070916238
"Psammodromus algirus",-4.34,39.61,"gbif",NA,165007884
"Zootoca vivipara",7.62243,50.73131,"gbif","2014-06-28",1038877531
"Egernia cunninghami",150.25315,-33.8603600322508,"gbif","2004-02-19",1074855322
"Notechis scutatus",151.11703,-34.1078100325981,"gbif","2010-03-04",1069584621
"Plestiodon gilberti",-117.986678416708,37.2243280463803,"gbif","1986-06-14",1145539206
"Eulamprus kosciuskoi",148.333,-36.166,"gbif",NA,500742342
"Pseudacris regilla",-120.762387118347,40.5277219184678,"gbif","2003-05-31",543582304
"Liolaemus bibronii",-71.53354,-39.83623,"gbif",NA,231019157
"Anolis carolinensis",-83.16347,30.3889,"gbif","2016-02-25",1257412072
"Pseudacris regilla",-118.49261,34.4994699991189,"gbif","2009-02-22",931030881
"Lithobates pipiens",-81.875,42.2697,"gbif","2002-04-12",29325861
"Psammodromus algirus",1.14,41.58,"gbif",NA,165005453
"Psammodromus hispanicus",-2.94,39.07,"gbif",NA,165008671
"Lampropholis delicata",149.79913,-36.6952000358991,"gbif","2012-10-23",1070834971
"Sceloporus undulatus",-107.16,35.25,"gbif",NA,211213549
"Tiliqua nigrolutea",147.411038919405,-42.9286172155141,"gbif",NA,500723793
"Pseudonaja textilis",152.684130133208,-27.9985403244706,"gbif","1998-01-07",1066572348
"Zootoca vivipara",6.25047,50.42238,"gbif","2015-04-17",1088951233
"Dipsosaurus dorsalis",-117.66871,35.63046,"gbif","2015-04-11",1249284072
"Anolis intermedius",-83.849718525699,9.85113706313053,"gbif","1965-06-25",1145642959
"Sceloporus malachiticus",-87.44881,14.08657,"gbif","2008-01-10",331847482
"Eurycea bislineata",-69.81317,44.72645,"gbif","2007-09-25",1039485165
"Anaxyrus cognatus",-107.63944,31.90007,"gbif","1970-07-28",657430149
"Plestiodon gilberti",-117.4796,33.4682799991316,"gbif","2009-08-05",239719217
"Pseudacris regilla",-123.3793,48.51211,"gbif","2016-03-21",1262386087
"Austrelaps superbus",140.20719,-36.51435,"gbif","1997-03-01",501564726
"Psammodromus hispanicus",-1.23,38.16,"gbif",NA,165009066
"Psammodromus hispanicus",-7.23,38.34,"gbif",NA,165008568
"Lampropholis delicata",152.14451,-32.6452700304783,"gbif","2012-07-31",1070854615
"Notechis scutatus",146.83,-37.38,"gbif","1978-02-10",478600267
"Moloch horridus",124.2,-20.08333,"gbif",NA,692006777
"Zootoca vivipara",12.6116,57.447,"gbif","2015-07-11",1123638149
"Pseudacris regilla",-122.95574,47.05357,"gbif","2015-02-12",1065611666
"Pseudonaja textilis",142.016,-29.6,"gbif","2000-01-31",1100436434
"Psammodromus algirus",0.2,41.11,"gbif",NA,165005330
"Moloch horridus",136.81111,-33.02486,"gbif","2001-10-17",501567248
"Eurycea bislineata",-78.76,36.95,"gbif","1987-05-29",786516169
"Desmognathus fuscus",-82.2982,36.1764,"gbif","2004-08-14",1039485240
"Sceloporus undulatus",-83.66892,35.66668,"gbif","2014-09-23",1265909350
"Psammodromus algirus",-1.02,37.62,"gbif",NA,165007434
"Ctenotus regius",143.97266,-29.8411800260616,"gbif","2009-03-31",1074772134
"Lithobates pipiens",-97.10234,50.7058,"gbif","2002-08-23",44153288
"Stellagama stellio",43.49818,38.43238,"gbif","2011-06-02",922173985
"Liopholis inornata",130.75972,-28.56943,"gbif","2002-04-11",500797525
"Takydromus sexlineatus",109.95476,19.16216,"gbif","1935-08-01",1145546943
"Ctenotus taeniolatus",150.70664,-35.1322000339811,"gbif","2006-02-20",1069983337
"Moloch horridus",116.88333,-30.18333,"gbif",NA,692100220
"Pseudonaja textilis",138.44249,-34.65555,"gbif","1999-10-12",501566925
"Ctenotus regius",132.9348,-29.4255,"gbif","2005-11-23",501920627
"Uta stansburiana",-115.1178,37.2351,"gbif","2015-02-02",1088898293
"Lithobates pipiens",-79.999,43.3376,"gbif","2001-04-29",29329139
"Parasuta flagellum",142.35,-37.13,"gbif",NA,478610581
"Bassiana duperreyi",138.78237,-35.3159,"gbif","2000-01-28",501567579
"Sceloporus occidentalis",-116.8566,32.82836,"gbif","2016-03-26",1265542122
"Tiliqua rugosa",138.61485,-33.48341,"gbif","2004-02-11",501553350
"Tiliqua rugosa",137.19083,-33.36695,"gbif","2005-11-29",728039803
"Liopholis inornata",144.61333,-30.04777,"gbif","1998-11-19",1100429964
"Plestiodon gilberti",-115.724489112371,34.814602822261,"gbif","1986-04-21",1145514818
"Psammodromus hispanicus",-1.85,42.13,"gbif",NA,165008196
"Rhinella marina",-155.04885,19.67351,"gbif","1998-08-19",657488708
"Psammodromus hispanicus",-4.08,38.08,"gbif",NA,165008961
"Egernia cunninghami",138.71612,-35.08707,"gbif","2010-01-05",728028670
"Bassiana duperreyi",141.6,-38.35,"gbif","1980-10-20",478612074
"Varanus varius",150.15873,-30.5514700272133,"gbif","2008-10-27",1070066920
"Notechis scutatus",117.7431,-34.6972,"gbif","2000-04-05",223782924
"Dendrobates auratus",-83.0236,9.66845,"gbif","2010-04-16",891098718
"Moloch horridus",115.9787,-31.8969000293379,"gbif",NA,886851536
"Podarcis muralis",7.35587,49.2547,"gbif","2015-07-17",1137036825
"Eulamprus kosciuskoi",152.32433,-29.4949400254946,"gbif","1999-02-06",1071544171
"Pseudacris regilla",-118.25123,35.57658,"gbif","2010-07-24",1145579436
"Psammodromus algirus",-5.29,40.13,"gbif",NA,165005899
"Uta stansburiana",-118.7082,34.88728,"gbif","2015-05-09",1088976680
"Egernia saxatilis",150.59459,-34.5286200331773,"gbif","2012-04-01",1074452830
"Xantusia vigilis",-116.38182,35.0388,"gbif","2015-02-09",1227738983
"Pseudacris regilla",-116.667,33.119,"gbif","2008-02-12",239719223
"Chamaeleo dilepis",30.16667,-30.71667,"gbif","1986-03-15",287041918
"Desmognathus fuscus",-82.30898,36.34665,"gbif","2007-06-26",476803013
"Lacerta agilis",8.41209,47.65699,"gbif","2014-06-09",1038702556
"Smilisca fodiens",-105.170253736496,21.6204966922275,"gbif","1964-07-10",543687479
"Gehyra variegata",128.75555,-24.6286,"gbif","2006-09-23",691141089
"Notechis scutatus",150.64441,-34.9060100336837,"gbif","2012-04-11",1070850672
"Zootoca vivipara",20.3027,63.6872,"gbif","2015-05-27",1090400170
"Psammodromus hispanicus",-4.12,40.51,"gbif",NA,165009026
"Amphibolurus muricatus",150.73293,-33.6279100319201,"gbif","2014-02-26",1071425156
"Sphaerodactylus macrolepis",-64.5833,18.4833,"gbif","2003-03-31",1039478929
"Chamaeleo dilepis",37.05495,-1.0419,"gbif","1958-12-24",657403245
"Liolaemus bibronii",-66.90794,-41.55553,"gbif",NA,231019210
"Desmognathus fuscus",-74.88993,41.13782,"gbif","2014-09-21",1024231506
"Pseudonaja textilis",148.38586,-32.8306700307554,"gbif","1998-01-20",1074610809
"Psammodromus hispanicus",-4.5,41.68,"gbif",NA,165009290
"Smilisca fodiens",-0.983,-0.983,"gbif",NA,371123522
"Lithobates pipiens",-80.0376,43.5621,"gbif","2002-04-10",29325441
"Platysaurus intermedius",29.625,-23.375,"gbif",NA,286892907
"Lacerta agilis",8.22387,49.20048,"gbif","2015-06-06",1137025158
"Egernia saxatilis",147.75,-36.93,"gbif","1976-01-26",1272443294
"Xantusia vigilis",-117.74229,35.68037,"gbif","2014-06-10",923915673
"Bassiana duperreyi",148.02,-37.87,"gbif","1994-08-06",478660732
"Phymaturus patagonicus",-69.2,-36.42,"gbif","1972-02-14",686888771
"Smilisca fodiens",-104.339671914884,21.0363561913124,"gbif","1950-08-28",686735537
"Psammodromus algirus",-3.52,39.07,"gbif",NA,165006654
"Dipsosaurus dorsalis",-114.38,32.77,"gbif","1978-06-14",786296931
"Eurycea bislineata",-78.39179,39.4912499990739,"gbif","1990-06-30",883624998
"Sceloporus undulatus",-100.199,30.81499,"gbif","2009-05-20",675500370
"Psammodromus algirus",-3.77,40.51,"gbif",NA,165007362
"Zootoca vivipara",8.48591,49.9967,"gbif","2014-03-08",923885666
"Notechis scutatus",145.8333,-34.15,"gbif","1990-06-05",223783022
"Zootoca vivipara",-6.84515,53.18598,"gbif","2015-08-16",1229702838
"Uta stansburiana",-115.6152,33.17752,"gbif","2016-04-27",1270050660
"Uta stansburiana",-116.97163,33.46044,"gbif","2015-07-07",1099976877
"Liolaemus darwinii",-65.58719,-41.29372,"gbif",NA,1211937838
"Egernia cunninghami",150.27098,-30.38437,"gbif","2015-02-24",1100453336
"Egernia cunninghami",151.22818,-33.4953700317296,"gbif","1993-10-22",1066990379
"Dendrobates auratus",-38.51667,8.7,"gbif","1989-11-03",1078816810
"Anolis gundlachi",-67.10654,18.25695,"gbif","1965-02-17",686962956
"Heteronotia binoei",131.6378,-14.7256,"gbif","2008-06-17",484554618
"Lepidophyma flavimaculatum",-91.945,17.509,"gbif","1939-07-19",371486101
"Gehyra variegata",134.3265,-22.29617,"gbif","2009-04-11",1085956192
"Psammodromus algirus",-3.95,36.73,"gbif",NA,165007382
"Incilius marmoreus",-105.32,19.94,"gbif","1972-08-04",786274673
"Takydromus sexlineatus",110.34363,1.39946,"gbif",NA,126178954
"Pseudacris regilla",-121.60540648097,40.4832955365011,"gbif","2003-07-15",543582655
"Pseudonaja textilis",148.05,-19.96667,"gbif","1997-03-27",1066576155
"Eulamprus kosciuskoi",151.25,-31.566,"gbif","1986-12-26",1100387425
"Gehyra variegata",140.79499,-29.91083,"gbif","2008-10-27",691147254
"Psammodromus hispanicus",-2.11,40.51,"gbif",NA,165008741
"Zootoca vivipara",15.2027,59.2432,"gbif","2015-07-31",1134983339
"Anaxyrus cognatus",-107.16168,31.78608,"gbif","1970-07-31",657456036
"Desmognathus fuscus",-82.2852,35.2159,"gbif","1998-10-15",895435645
"Eurycea bislineata",-82.1221,35.6687,"gbif","1998-03-24",895435542
"Sceloporus graciosus",-122.936273372035,39.5081614796596,"gbif","2001-08-08",543575540
"Liolaemus darwinii",-67.10475,-38.20028,"gbif","2008-03-25",1249224982
"Uta stansburiana",-117.06036,33.58774,"gbif","2016-05-17",1269571351
"Liolaemus darwinii",-67.23333,-39.26333,"gbif","2005-12-31",1249222914
"Bassiana duperreyi",141.23,-37.15,"gbif","1998-11-30",478671038
"Psammodromus algirus",-2.82,42.68,"gbif",NA,165005659
"Lithobates pipiens",-82.9918,41.5321,"gbif","2001-04-21",29325020
"Eremiascincus fasciolatus",134.0409,-24.8286,"gbif","2001-11-01",484357501
"Pseudonaja textilis",142.19744,-32.4036000301137,"gbif","2000-10-31",1071770939
"Sceloporus undulatus",-95.90503,31.94011,"gbif","2011-04-02",1135645289
"Sceloporus occidentalis",-116.97727,32.75229,"gbif","2016-02-08",1249289652
"Eleutherodactylus coqui",-155.87352,19.30555,"gbif","2009-05-09",624020669
"Psammodromus algirus",-5.42,40.49,"gbif",NA,165005926
"Podarcis muralis",9.39767,45.85657,"gbif","2014-05-22",1038334184
"Sphaerodactylus klauberi",-66.67155,18.37178,"gbif","1988-01-28",888132735
"Moloch horridus",122.65,-28.78333,"gbif",NA,691990671
"Pseudonaja textilis",147.86434,-30.9521100278546,"gbif","2000-10-11",1067025485
"Pseudonaja textilis",150.0763,-31.3844900285389,"gbif","2001-02-26",1071986370
"Psammodromus hispanicus",-0.73,39.59,"gbif",NA,165009275
"Tiliqua rugosa",139.32508,-35.12984,"gbif","2009-10-25",501562189
"Liolaemus petrophilus",-67.67078,-41.00886,"gbif",NA,1211937772
"Egernia cunninghami",152.03697,-28.8181800243779,"gbif","1997-03-26",1069587960
"Liolaemus bibronii",-71,-41.53,"gbif","1982-02-24",1145495295
"Lacerta agilis",12.43127,47.78826,"gbif","2014-07-16",1038701279
"Zootoca vivipara",9.90817,51.81755,"gbif","2014-05-02",923884727
"Lacerta agilis",9.90509,51.40339,"gbif","2014-08-21",1137027971
"Hemiergis peronii",137.6544,-34.88214,"gbif","2004-10-12",501917357
"Desmognathus fuscus",-80,38.7647,"gbif","1997-06-17",884443366
"Eurycea bislineata",-77.35408,38.55892,"gbif","2016-05-21",1269573295
"Psammodromus hispanicus",-1.1,38.97,"gbif",NA,165008166
"Sceloporus occidentalis",-118.58319,34.10366,"gbif","2016-02-13",1249294800
"Ctenotus taeniolatus",144.16417,-19.45194,"gbif","2008-10-16",1066590694
"Egernia striolata",148.22782,-31.579730028845,"gbif","2001-02-02",1067025803
"Psammodromus hispanicus",-5.74,36.52,"gbif",NA,165008635
"Liolaemus bibronii",-69.95,-35.62,"gbif","1970-03-23",1145425457
"Dipsosaurus dorsalis",-111.27344,26.12476,"gbif","1976-07-13",543495782
"Lampropholis delicata",-157.79303,21.36685,"gbif","2015-11-19",1212004397
"Psammodromus hispanicus",-3.53,40.42,"gbif",NA,165008994
"Uta stansburiana",-118.62115,34.47392,"gbif","2016-04-21",1265587448
"Lampropholis delicata",150.89559,-34.4435100330614,"gbif","2010-05-02",1070324996
"Dipsosaurus dorsalis",-112.06644,33.35275,"gbif","2015-07-28",1132418554
